# SPT ID	RA	DEC	S/N (95 GHz)	S_raw (95 GHz) [mJy]	S_best (95 GHz) [mJy]	dS_up (95 GHz) [mJy]	dS_down (95 GHz) [mJy]	S/N (150 GHz)	S_raw (150 GHz) [mJy]	S_best (150 GHz) [mJy]	dS_up (150 GHz) [mJy]	dS_down (150 GHz) [mJy]	S/N (220 GHz)	S_raw (220 GHz) [mJy]	S_best (220 GHz) [mJy]	dS_up (220 GHz) [mJy]	dS_down (220 GHz) [mJy]	alpha(95,150)_raw	alpha(95,150)_best	d_alpha(95,150)_up	d_alpha(95,150)_down	alpha(150,220)_raw	alpha(150,220)_best	d_alpha(150,220)_up	d_alpha(150,220)_down	P[alpha(150,220)>1.51]	Type	External catalogs	Extended	Redshift	Cut selection
SPT-SJ001018-4625.1	2.5767977	-46.418980	3.2567400	7.5331000	6.58651	9.22112	4.19142	6.8420700	9.2854100	8.98161	10.4187	7.78406	6.8552100	31.934600	29.8189	35.0881	24.5497	0.43884900	0.680000	1.76000	-0.0800000	3.4011000	3.36000	4.00000	2.68000	0.996386	dust	1,4,6,7	yes	0.0200270	none
SPT-SJ001019-5504.0	2.5821908	-55.067123	5.6315200	12.099600	11.2073	13.3852	8.93858	5.1971900	6.4209700	6.03468	7.30513	4.85496	1.4283500	6.0758000	5.21795	8.93858	2.94928	-1.3295400	-1.36000	-0.720000	-2.00000	-0.15213800	-0.400000	1.20000	-2.08000	0.153872	sync	1	no	none	1,2
SPT-SJ001025-4130.0	2.6046481	-41.501259	28.592100	64.991400	65.0726	67.5098	62.6355	37.089700	47.786100	47.5250	48.9873	46.0627	9.0916300	42.392900	41.6757	47.0375	36.3139	-0.64529100	-0.680000	-0.560000	-0.800000	-0.32972700	-0.360000	-0.0400000	-0.760000	3.12518e-08	sync	1,3,4,5	no	none	1,2
SPT-SJ001025-6021.8	2.6066754	-60.363678	3.3769100	6.8929100	6.24126	8.29881	4.04653	10.139900	12.904100	12.6883	13.9228	11.3166	4.2343000	18.289400	16.9406	21.4672	12.4139	1.3157800	1.60000	2.56000	0.880000	0.96031400	0.840000	1.60000	-0.0800000	0.316816	sync	1	no	none	1,2
SPT-SJ001032-4038.9	2.6336346	-40.649094	5.5889300	12.682600	12.2229	14.5057	9.93999	6.1740400	8.0630700	7.37176	8.70343	5.94497	0.70162700	3.2642200	4.70842	7.75224	3.09138	-0.95042700	-1.16000	-0.560000	-1.76000	-2.4898100	-1.28000	0.240000	-2.48000	0.0426164	sync	1	no	none	1,2
SPT-SJ001039-4341.7	2.6640613	-43.695831	3.1085600	6.7764300	5.84183	8.04233	3.48414	5.6207700	6.9857400	6.26097	7.57080	4.89875	1.4902800	6.8463100	5.16072	8.19951	2.96021	0.063834500	0.120000	1.36000	-0.800000	-0.055510900	-0.240000	1.40000	-1.96000	0.188604	sync	1	no	none	1,2
SPT-SJ001110-5011.7	2.7946763	-50.195042	12.316200	27.599700	27.4272	29.7042	25.1502	16.610900	21.703200	21.6313	22.8733	20.1823	4.9493600	22.330400	21.2173	25.9782	16.4563	-0.50433600	-0.520000	-0.280000	-0.760000	0.078451800	-0.0400000	0.560000	-0.800000	0.0118217	sync	1,5	no	none	1,2
SPT-SJ001121-6409.2	2.8389916	-64.154648	5.8296800	11.702000	11.3656	13.3842	9.25921	6.3953300	7.5997100	6.97732	8.20603	5.74861	1.2465700	5.0895700	5.04649	8.29379	3.11566	-0.90575800	-1.08000	-0.520000	-1.64000	-1.1038800	-0.920000	0.560000	-2.32000	0.0652443	sync	1	no	none	1,2
SPT-SJ001145-4248.0	2.9376590	-42.801189	0.0000000	-1.4341500	0.274187	1.00535	0.0913958	1.1359400	1.4172400	0.639770	1.91931	0.274187	5.2575100	24.372200	1.00535	3.93002	0.456979	29.721700	2.00000	4.08000	-0.680000	7.8326400	2.08000	4.32000	-0.920000	0.607729	dust	none	no	none	1,2,3
SPT-SJ001151-4105.7	2.9638312	-41.096573	63.295800	143.76900	143.949	147.184	140.714	80.949300	104.57000	104.053	106.209	101.896	18.952100	89.473100	88.9571	96.5049	81.4092	-0.66801500	-0.720000	-0.640000	-0.760000	-0.42930300	-0.440000	-0.240000	-0.720000	2.12788e-19	sync	1,3,5,8	no	none	1,2
SPT-SJ001200-4443.5	3.0040572	-44.726562	0.13511200	0.28930200	1.19208	2.35984	0.608205	5.2381300	6.4875200	5.13325	6.59294	2.99237	0.70986800	3.2493600	3.57625	6.34966	1.92193	6.5262700	3.08000	4.40000	1.36000	-1.9037500	-0.720000	1.24000	-2.28000	0.161036	sync	none	no	none	1,2
SPT-SJ001208-5106.8	3.0365293	-51.113564	0.0000000	-0.54914400	0.451736	1.35521	0.0903472	1.3531200	1.7420800	1.35521	3.34285	0.271042	5.5030500	24.092600	1.89729	15.2687	0.451736	30.154800	2.24000	4.12000	-0.280000	7.2326500	3.12000	4.64000	-0.520000	0.694365	dust	none	no	none	1,2,3
SPT-SJ001217-4513.6	3.0712681	-45.227921	2.3224500	4.9394100	3.70913	6.04355	1.58222	5.0567500	6.9168000	5.73230	7.28858	3.91664	0.72685100	3.3177800	3.96851	6.76982	2.30848	0.70653400	0.880000	2.68000	-0.440000	-2.0227900	-0.880000	0.880000	-2.32000	0.119940	sync	1	no	none	1,2
SPT-SJ001240-4033.4	3.1683633	-40.557495	11.055800	25.227000	24.8801	27.1506	22.4205	9.2403900	12.014300	11.6360	12.9604	10.3115	1.0567600	5.0264700	6.52749	9.93313	4.63546	-1.5566100	-1.68000	-1.36000	-2.00000	-2.3992300	-1.64000	-0.480000	-2.60000	0.00374880	sync	1,4,5,8	no	1.50000	1,2
SPT-SJ001242-6330.2	3.1752207	-63.504341	5.0858700	10.313600	9.33691	11.4223	7.15672	4.8824500	5.8263200	5.54527	6.77756	4.40778	3.1686800	12.638800	10.8536	14.8348	6.58797	-1.1983200	-1.16000	-0.400000	-1.84000	2.1321800	1.92000	3.08000	0.440000	0.696853	dust	1,5	no	none	1,2
SPT-SJ001258-3954.4	3.2449627	-39.907833	129.24700	297.05700	297.428	301.884	290.745	174.58200	236.88100	237.274	241.730	232.818	39.644600	186.49700	186.032	197.172	172.664	-0.47499500	-0.520000	-0.440000	-0.560000	-0.65845800	-0.680000	-0.480000	-0.880000	8.62328e-37	sync	1,3,4,5	no	none	1,2
SPT-SJ001314-5610.5	3.3092027	-56.175816	4.8457000	10.956800	9.57350	11.8744	7.10822	3.5143700	4.7269300	4.47859	5.71123	3.32813	1.9592500	9.0682600	6.69734	11.2170	3.08160	-1.7640700	-1.72000	-0.880000	-2.44000	1.7938400	1.16000	2.84000	-1.08000	0.484751	sync	1,3,5	no	none	1,2
SPT-SJ001317-5610.6	3.3239622	-56.177269	4.1456900	9.3770200	8.75599	11.0624	6.36411	5.1530500	6.9201900	6.19326	7.56005	4.65562	2.4552300	11.389900	8.92683	13.2835	4.65562	-0.63752400	-0.800000	0.0800000	-1.56000	1.3719600	1.16000	2.56000	-0.720000	0.482509	sync	1,3	no	none	1,2
SPT-SJ001324-5005.2	3.3516250	-50.087742	11.041700	24.746300	24.5916	26.8188	22.1789	13.458200	17.591800	17.3533	18.6525	16.0542	4.0451100	18.053500	16.7966	21.4365	12.1566	-0.71605600	-0.760000	-0.480000	-1.04000	0.071337500	-0.0800000	0.640000	-1.04000	0.0265981	sync	1,3	no	none	1,2
SPT-SJ001329-5752.1	3.3735509	-57.869614	4.9615800	10.905200	10.4281	12.6364	8.13801	7.4055700	9.7454800	9.20126	10.5099	7.81085	1.0278400	4.6654600	5.60255	8.87411	3.80319	-0.23592900	-0.280000	0.320000	-0.840000	-2.0281900	-1.36000	-0.0400000	-2.48000	0.0191032	sync	1	no	none	1,2
SPT-SJ001334-4107.6	3.3949490	-41.127357	10.149100	22.875000	22.5605	24.9623	20.3302	13.989200	18.090800	17.7567	19.1292	16.3842	1.1006200	5.2405300	8.32078	11.2373	6.60516	-0.49236600	-0.560000	-0.240000	-0.840000	-3.4113800	-2.12000	-1.28000	-2.76000	7.12161e-06	sync	1	no	none	1,2
SPT-SJ001401-4920.3	3.5069966	-49.339447	0.55131900	1.2398000	0.391337	1.64361	0.0782674	1.3060500	1.7113900	0.704406	1.95668	0.234802	4.6510800	20.871300	1.01748	3.05243	0.391337	0.67643000	1.24000	3.76000	-1.32000	6.8864000	1.36000	4.00000	-1.44000	0.516280	sync	none	no	none	1,2
SPT-SJ001421-4252.3	3.5913062	-42.873238	8.9693500	19.602300	19.3328	21.5380	17.1275	11.012900	13.741600	13.4521	14.6282	12.1289	1.4191600	6.4682800	7.42437	10.8058	5.36613	-0.74539000	-0.840000	-0.480000	-1.16000	-2.0747200	-1.68000	-0.560000	-2.56000	0.00124950	sync	1	no	none	1,2
SPT-SJ001426-5638.4	3.6121776	-56.640419	23.686400	53.221300	53.2878	55.6828	50.8929	28.383100	37.915200	37.7206	39.3172	36.1240	5.5333600	25.351700	24.5483	29.3382	19.7584	-0.71157000	-0.760000	-0.640000	-0.880000	-1.1082600	-1.24000	-0.720000	-1.84000	3.07813e-10	sync	1,3,5	no	none	1,2
SPT-SJ001437-5029.4	3.6578970	-50.491085	4.7551500	10.661800	10.1154	12.3544	7.79644	5.5175500	7.1841800	6.43706	7.87640	5.07768	1.8089700	8.1725400	6.51702	10.6751	3.47841	-0.82840200	-1.00000	-0.280000	-1.72000	0.35490900	0.0400000	1.60000	-1.76000	0.236133	sync	1,5	no	none	1,2
SPT-SJ001445-5122.4	3.6898022	-51.373669	5.7268200	12.666000	12.2069	14.4867	10.0220	7.3133400	9.3877300	8.88203	10.2120	7.55210	1.7577200	7.7765200	6.88714	10.8769	4.22728	-0.62849400	-0.720000	-0.160000	-1.24000	-0.51844600	-0.720000	0.640000	-2.12000	0.0667890	sync	1,5	no	none	1,2
SPT-SJ001450-5554.6	3.7083354	-55.910408	0.0000000	-1.8572900	1.14027	2.08587	0.750912	5.5495200	7.4164100	6.20197	7.70380	4.58890	1.4845400	6.6927700	5.14513	8.37127	2.86459	33.194500	3.68000	4.60000	2.36000	-0.28268300	-0.280000	1.40000	-2.00000	0.192296	sync	none	no	none	1,2
SPT-SJ001452-6428.3	3.7203619	-64.471863	8.7789500	17.399900	17.1607	19.1181	15.2032	10.420700	12.270900	11.9407	13.2457	10.7662	2.2468800	9.1677300	8.41720	12.2017	5.54622	-0.73282300	-0.800000	-0.440000	-1.16000	-0.80272000	-1.00000	0.0800000	-2.20000	0.0106619	sync	1	no	none	1,2
SPT-SJ001453-5344.1	3.7213795	-53.736641	5.1835200	11.248500	0.126546	7.63492	0.0421819	0.26616300	0.33208000	0.295273	2.40437	0.0421819	0.0000000	-0.17699900	0.379637	2.32000	0.0421819	-7.3917500	-1.28000	2.84000	-2.76000	-35.004100	0.320000	3.12000	-2.00000	0.377281	sync	1,5	no	none	1,2
SPT-SJ001458-5325.6	3.7444832	-53.428284	7.3723900	15.939600	15.6009	17.8723	13.4490	10.022200	12.589900	12.1340	13.4490	10.9385	1.2601100	5.4891500	6.75441	9.86263	4.84165	-0.49503100	-0.560000	-0.160000	-0.960000	-2.2856500	-1.68000	-0.600000	-2.60000	0.00168854	sync	1	no	none	1,2
SPT-SJ001504-6318.1	3.7679243	-63.301929	3.5340700	7.1747300	6.37654	8.42134	4.22412	5.3503400	6.3954100	5.51557	6.80702	4.17031	0.69436200	2.7658700	3.73983	6.26892	2.28695	-0.24127900	-0.360000	0.680000	-1.24000	-2.3079600	-1.08000	0.560000	-2.40000	0.0771742	sync	1,8	no	none	1,2
SPT-SJ001513-4855.3	3.8053908	-48.923191	10.666300	23.886100	23.7368	25.8866	21.4079	11.037500	14.512100	14.0629	15.4961	12.8089	1.1246400	5.1089700	7.25540	10.3009	5.46395	-1.0456500	-1.16000	-0.840000	-1.44000	-2.8744800	-1.92000	-0.880000	-2.68000	0.000290490	sync	1,5	no	none	1,2
SPT-SJ001519-5957.2	3.8318639	-59.953335	0.0000000	-1.0136600	0.951432	1.87217	0.460370	4.9277400	6.2909800	4.69578	6.35311	1.81079	1.8584100	8.1843600	5.12546	9.05395	2.05632	32.849200	3.32000	4.48000	1.60000	0.72443700	0.720000	2.64000	-1.40000	0.404888	sync	none	no	none	1,2
SPT-SJ001521-5858.7	3.8414609	-58.979019	4.2175700	9.1116600	8.43968	10.5581	6.18454	4.8919500	6.2909800	5.22781	6.66290	3.79273	0.39481300	1.7268200	3.51938	6.18454	2.15263	-0.77731400	-1.08000	-0.240000	-1.96000	-3.5596800	-1.12000	0.600000	-2.44000	0.0850135	sync	1	no	0.0312850	1
SPT-SJ001539-6156.9	3.9153442	-61.948933	7.0456700	14.437400	14.1306	16.1879	12.0733	8.7553000	10.719300	10.3408	11.6402	9.14970	2.6951800	11.378300	9.90767	14.2389	6.11785	-0.62484200	-0.680000	-0.240000	-1.12000	0.16426000	-0.120000	0.960000	-1.52000	0.100609	sync	1,5	no	0.0930000	1
SPT-SJ001544-4938.6	3.9369402	-49.643860	4.6437600	10.440300	9.90806	12.1910	7.62509	8.8242400	11.595400	11.2778	12.5563	9.90806	2.7112800	12.175800	10.3646	14.4740	6.43795	0.22019300	0.280000	0.920000	-0.280000	0.13448100	-0.160000	0.920000	-1.52000	0.0935371	sync	1,5	no	none	1,2
SPT-SJ001552-4511.0	3.9704914	-45.184780	11.687300	25.161200	25.0039	27.0797	22.7394	15.878500	20.793400	20.4749	21.9846	19.1540	2.5899100	11.598800	11.4169	15.3798	8.39755	-0.40009100	-0.440000	-0.200000	-0.680000	-1.6072400	-1.64000	-0.800000	-2.52000	1.29745e-05	sync	1,3,5	no	none	1,2
SPT-SJ001601-6310.1	4.0061293	-63.168705	5.7961000	11.780600	11.4419	13.4741	9.32140	7.6628000	9.2391700	8.61456	9.85153	7.37760	0.011576100	0.048227000	4.37355	6.40570	3.22494	-0.50990900	-0.640000	-0.0800000	-1.12000	-14.469800	-1.96000	-0.800000	-2.72000	0.00255102	sync	1,2,3,5	no	none	1,2
SPT-SJ001610-4023.3	4.0455599	-40.389359	7.0309800	15.964000	15.6248	17.8996	13.3499	8.3049700	10.814800	10.4764	11.7934	9.15935	2.8960200	13.571500	11.7934	16.5826	7.24366	-0.81715000	-0.880000	-0.440000	-1.32000	0.62518700	0.360000	1.40000	-1.08000	0.210889	sync	1	no	none	1,2
SPT-SJ001629-4211.9	4.1237397	-42.198784	4.1371000	9.3423000	8.65331	10.9655	6.34109	6.8159500	8.7470500	8.23290	9.56418	6.90162	1.7235200	8.1154400	6.69142	10.4751	3.95880	-0.13814900	-0.120000	0.640000	-0.800000	-0.20636100	-0.480000	0.960000	-2.04000	0.115723	sync	1	no	none	1,2
SPT-SJ001641-4906.0	4.1728778	-49.100792	4.5436100	10.180300	0.0381761	0.114528	0.0381761	0.042532000	0.055749400	0.114528	0.343585	0.0381761	0.23819000	1.0688000	0.114528	0.801699	0.0381761	-10.926900	0.560000	3.48000	-2.12000	8.1319200	0.880000	3.64000	-1.76000	0.459271	sync	none	no	none	1,2
SPT-SJ001716-4419.0	4.3198361	-44.316921	2.7614900	5.9564400	4.99074	7.26239	2.65026	5.7808200	7.1871600	6.57401	7.88193	5.19726	2.0295400	9.1783800	6.91820	10.7043	3.75166	0.39412000	0.600000	2.04000	-0.400000	0.67335400	0.360000	1.84000	-1.52000	0.288591	sync	1	no	none	1,2
SPT-SJ001719-5417.8	4.3292613	-54.297920	5.2008400	11.248500	9.99710	12.1906	7.71928	3.7701700	4.6936300	4.42910	5.61019	3.41673	1.4487800	6.2184600	4.85092	8.73165	2.40437	-1.8340400	-1.84000	-1.08000	-2.52000	0.77456800	0.200000	2.00000	-1.80000	0.300704	sync	1	no	none	1,2
SPT-SJ001723-4007.5	4.3478594	-40.125309	2.9720800	6.7214300	5.63529	7.89970	3.16503	5.2572700	6.8618500	5.94408	7.38507	4.45162	1.0396300	4.9210600	4.45162	7.43653	2.65039	0.043385600	0.0800000	1.40000	-0.920000	-0.91537100	-0.600000	1.12000	-2.20000	0.145476	sync	1	no	none	1,2
SPT-SJ001728-4738.7	4.3668375	-47.645206	5.2726600	12.154900	11.0762	13.5375	8.61479	5.2151100	7.0158900	6.51806	7.88549	5.15064	0.44198500	2.0551000	4.14786	6.97387	2.68927	-1.1531700	-1.20000	-0.480000	-1.88000	-3.3807400	-1.28000	0.240000	-2.48000	0.0491573	sync	1,5	no	none	1,2
SPT-SJ001733-6450.6	4.3900633	-64.843460	0.0000000	-0.30443300	0.401953	1.36664	0.0803906	1.5290400	1.7954200	1.20586	2.81367	0.401953	5.2654300	21.437500	1.68820	12.2998	0.562734	30.218100	2.20000	4.12000	-0.320000	6.8281200	2.72000	4.56000	-0.720000	0.660156	dust	none	no	none	1,2,3
SPT-SJ001735-6345.5	4.3987937	-63.758953	1.0512100	2.1102100	1.69852	3.34224	0.821863	5.2686300	6.3435900	5.53388	6.84886	4.21890	3.5659500	14.610900	12.9854	17.1495	8.49259	2.3095800	2.56000	4.12000	1.04000	2.2972100	2.40000	3.52000	1.12000	0.821963	dust	1	no	none	1,2,3
SPT-SJ001816-5307.3	4.5668716	-53.123222	2.3350300	5.0764400	2.11808	4.62840	0.235342	1.0651200	1.3434300	1.33361	2.58876	0.549132	4.7849000	20.919300	1.49050	7.29561	0.549132	-2.7895400	-1.00000	1.92000	-2.40000	7.5592800	1.12000	4.12000	-1.64000	0.488232	sync	none	no	none	1,2
SPT-SJ001832-4202.0	4.6345444	-42.034409	47.548800	105.88800	106.020	108.403	102.844	70.756600	91.158500	90.9313	93.3138	89.3430	16.659800	78.059100	77.4306	84.5780	71.0773	-0.31430700	-0.320000	-0.240000	-0.400000	-0.42714200	-0.440000	-0.200000	-0.720000	1.69002e-17	sync	1,3,4,5	no	none	1,2
SPT-SJ001842-4557.7	4.6779819	-45.963318	36.223800	84.700700	84.8066	87.3476	81.6303	58.719200	79.676700	79.7245	81.6303	77.1835	12.732500	59.638900	58.7611	65.1137	53.0438	-0.12830800	-0.120000	-0.0400000	-0.240000	-0.79757100	-0.840000	-0.560000	-1.16000	2.63040e-20	sync	1,5	no	none	1,2
SPT-SJ001843-6414.5	4.6796269	-64.243034	6.0235300	12.072300	11.7252	13.7172	9.64275	6.7722800	8.0315700	7.28865	8.46570	6.02106	0.0000000	-2.1798200	3.66696	5.38726	2.67100	-0.85516200	-1.08000	-0.520000	-1.60000	-43.775700	-2.00000	-0.840000	-2.72000	0.00375450	sync	1	no	none	1,2
SPT-SJ001848-5115.0	4.7015181	-51.250603	22.598600	50.094800	50.1574	52.4117	47.5274	27.936200	35.830000	35.8804	37.3832	34.3776	7.9846100	35.587500	34.7533	40.0132	29.8690	-0.70322900	-0.760000	-0.600000	-0.880000	-0.018701800	-0.0800000	0.320000	-0.520000	0.000136433	sync	1,3,5,8	no	none	1,2
SPT-SJ001850-6017.9	4.7108364	-60.299126	4.8821300	10.323400	9.87175	11.9622	7.70384	7.0844500	8.9522200	8.32324	9.63947	7.00701	0.88191800	3.6698900	4.99395	7.78126	3.36801	-0.29905100	-0.360000	0.280000	-0.960000	-2.4553000	-1.48000	-0.160000	-2.52000	0.0162711	sync	1,5	no	none	1,2
SPT-SJ001852-4929.9	4.7170038	-49.499084	12.300700	27.637100	27.4644	29.7444	25.1843	16.149800	21.128400	21.0387	22.2824	19.5878	3.8306400	17.339100	16.0641	20.8315	11.7112	-0.56349700	-0.600000	-0.360000	-0.840000	-0.54421100	-0.720000	0.00000	-1.68000	0.000945641	sync	1,5	no	none	1,2
SPT-SJ001914-6259.2	4.8104730	-62.988197	6.5226800	13.400400	13.0141	15.1341	11.0119	6.8079900	8.1620100	7.71425	9.00977	6.53650	3.8936700	15.703300	14.3096	18.5495	10.0697	-1.0403500	-1.16000	-0.640000	-1.68000	1.8017500	1.76000	2.64000	0.680000	0.699692	dust	1,5	no	none	1,2
SPT-SJ001926-5641.7	4.8610253	-56.696087	41.383500	93.233500	93.3500	96.1470	90.5530	59.599900	79.374700	79.3650	81.4628	77.2673	14.019800	62.607400	61.8837	68.1770	56.2897	-0.33768500	-0.360000	-0.280000	-0.440000	-0.65336400	-0.680000	-0.400000	-1.00000	1.20190e-18	sync	1,3,5	no	none	1,2
SPT-SJ001931-4226.4	4.8808360	-42.440105	12.390400	27.852200	27.6781	29.9759	25.3803	16.239500	20.909500	20.5758	21.8292	19.3225	1.2202300	5.6584400	9.08678	12.0113	7.62454	-0.60161800	-0.680000	-0.440000	-0.880000	-3.5988300	-2.28000	-1.52000	-2.80000	1.03739e-07	sync	1,3,5	no	none	1,2
SPT-SJ001945-4339.3	4.9386396	-43.655499	5.6389800	12.289300	11.8438	14.0559	9.63174	8.2104000	10.253500	9.81608	11.1065	8.61787	2.2002100	9.9766100	8.52570	12.7655	5.11542	-0.38002000	-0.400000	0.120000	-0.920000	-0.075386600	-0.400000	0.840000	-1.88000	0.0872978	sync	none	no	none	1,2
SPT-SJ001946-4922.0	4.9436545	-49.367752	10.573300	23.767400	23.6189	25.7579	21.3015	10.606100	13.944100	13.6365	15.0626	12.3888	4.0908400	18.324100	17.0234	21.8363	12.2105	-1.1189800	-1.20000	-0.920000	-1.52000	0.75211500	0.600000	1.36000	-0.360000	0.217956	sync	1,5	no	none	1,2
SPT-SJ001947-4754.7	4.9498882	-47.912121	3.1085200	7.1596100	6.09462	8.40359	3.62455	5.1858700	6.9168000	6.04092	7.49074	4.48371	1.5526800	7.1378900	5.23546	8.40359	2.92649	-0.072400400	-0.0800000	1.20000	-1.04000	0.086632400	-0.0800000	1.60000	-1.88000	0.224036	sync	1	no	none	1,2
SPT-SJ001956-6253.1	4.9851527	-62.885490	9.0678900	18.577100	18.3217	20.4116	16.2317	9.1610000	11.003000	10.6586	11.9126	9.40466	2.4808400	10.064800	8.84734	12.8879	5.50347	-1.0990500	-1.20000	-0.840000	-1.56000	-0.24538300	-0.520000	0.600000	-1.88000	0.0455093	sync	1,3,5	no	none	1,2
SPT-SJ002002-4050.6	5.0093813	-40.843712	5.3094700	11.874500	9.75193	12.0675	7.43641	2.3296400	3.0357700	3.42876	4.40841	2.62723	0.61460700	2.8605000	3.16159	6.36770	1.64759	-2.8620100	-2.40000	-1.68000	-2.84000	-0.16373700	-0.280000	1.80000	-2.12000	0.241111	sync	1,5	no	none	1,2
SPT-SJ002004-5542.4	5.0193563	-55.708248	2.7022300	6.1766900	4.01920	6.59756	1.28918	1.7501400	2.3719700	2.35085	3.56420	1.13751	4.5483400	20.222400	2.19919	12.0576	0.985842	-2.0082600	-1.28000	0.760000	-2.44000	5.9006900	0.680000	4.08000	-1.96000	0.448542	sync	none	no	none	1,2
SPT-SJ002021-4847.1	5.0911126	-48.785473	24.102500	53.989800	54.0573	56.0819	51.6277	26.817000	34.607000	34.6210	35.8357	33.0013	4.5266500	20.331900	19.6388	24.0929	15.1846	-0.93322800	-1.00000	-0.840000	-1.12000	-1.4644300	-1.60000	-1.00000	-2.28000	6.39613e-11	sync	1,3,5	no	none	1,2
SPT-SJ002023-5146.5	5.0966692	-51.775112	1.1541900	2.5389400	2.14382	3.89063	1.03221	5.6607600	7.1987000	6.59025	7.86066	5.16104	4.9204300	21.173500	19.9296	24.3760	15.3243	2.1868200	2.56000	4.12000	1.08000	2.9704900	3.16000	4.00000	2.24000	0.974312	dust	none	no	none	1,2,3
SPT-SJ002043-5633.3	5.1824074	-56.555397	10.246400	22.856400	22.7135	24.9420	20.3136	11.065500	14.949900	14.6567	16.0280	13.2853	2.9371700	13.584000	12.2567	16.8852	7.97117	-0.89081000	-0.960000	-0.640000	-1.28000	-0.26380700	-0.520000	0.440000	-1.72000	0.0229854	sync	1	no	none	1,2
SPT-SJ002055-5128.6	5.2324176	-51.477997	4.6009600	10.053100	6.29575	9.38708	0.0376991	2.1631400	2.7282900	2.45044	3.58142	0.188496	0.0000000	-2.2060000	1.54566	3.43062	0.188496	-2.7367100	-1.96000	1.32000	-2.72000	-40.802900	-0.640000	1.80000	-2.32000	0.218249	sync	1	no	none	1,2
SPT-SJ002112-6434.2	5.3018684	-64.571281	3.9020800	7.6320400	6.95470	8.95811	4.89405	5.2028100	6.1662300	5.18025	6.49677	3.80648	0.22652700	0.89690300	3.23408	5.46645	2.08927	-0.44751300	-0.680000	0.240000	-1.56000	-5.3082300	-1.36000	0.240000	-2.52000	0.0551300	sync	1,5	no	none	1,2
SPT-SJ002126-4838.2	5.3606048	-48.637466	2.0563000	4.5948700	1.82885	4.37335	0.238546	1.4511300	1.8757500	1.51079	2.94207	0.556608	4.7303900	21.204100	1.51079	8.98524	0.715638	-1.8799900	-0.520000	2.44000	-2.20000	6.6774600	1.04000	4.12000	-1.72000	0.481106	sync	4,6	no	none	1,2
SPT-SJ002131-4227.4	5.3793283	-42.457966	1.2921000	2.8807500	1.96286	4.00424	0.811316	5.4155900	6.9790600	5.46984	6.98778	3.37612	0.0000000	-6.7360200	2.74800	4.31829	1.75349	1.8567700	2.08000	3.88000	0.360000	-43.389000	-1.84000	-0.360000	-2.68000	0.0440021	sync	none	no	none	1,2
SPT-SJ002131-4837.5	5.3806429	-48.626179	7.9974000	17.872900	17.3796	19.8275	15.4214	15.581600	20.174800	19.8275	21.2962	18.8483	14.418800	65.275600	64.8676	70.7424	58.5033	0.25420400	0.280000	0.640000	-0.0400000	3.2329900	3.32000	3.64000	2.96000	1.00000	dust	1,4,5,6,7	yes	0.0107370	none
SPT-SJ002131-6057.5	5.3826475	-60.959732	4.6871500	9.8097400	5.77548	8.71841	0.110360	1.1287000	1.4171800	2.09683	3.05328	0.183933	1.7805500	7.6901200	3.05328	7.90910	0.257506	-4.0597300	-2.12000	1.48000	-2.80000	4.6567100	1.80000	3.80000	-1.08000	0.582229	dust	none	no	none	1,2
SPT-SJ002145-6230.8	5.4394364	-62.514023	5.7685100	11.651700	10.8649	12.9166	8.71990	5.6590400	6.8864000	6.66816	7.88055	5.45577	3.1113000	12.434800	10.6784	14.6886	6.48164	-1.1035300	-1.08000	-0.480000	-1.68000	1.6271000	1.40000	2.48000	-0.0800000	0.550773	sync	1	no	none	1,2
SPT-SJ002146-4602.7	5.4425335	-46.045368	0.98908900	2.3034700	1.69710	3.57697	0.757170	5.1911600	6.9624800	5.45684	7.07562	3.05479	0.15683600	0.73665800	3.31588	5.82237	1.85376	2.3210400	2.36000	4.08000	0.560000	-6.1845600	-1.16000	0.680000	-2.48000	0.106949	sync	1,4	no	none	1,2
SPT-SJ002159-5140.4	5.4982934	-51.673782	9.7729500	21.506300	21.2106	23.4688	19.1137	13.941900	17.765200	17.5008	18.9524	16.2104	3.2777300	14.224100	12.9844	17.5008	9.11329	-0.40101300	-0.440000	-0.120000	-0.720000	-0.61208100	-0.840000	0.00000	-1.88000	0.00226354	sync	1,4,8	no	none	1,2
SPT-SJ002208-5352.5	5.5342498	-53.876587	11.727200	25.464600	25.1145	27.2153	22.8226	10.686800	13.370300	13.2734	14.4193	11.9365	3.0388800	13.010500	11.7455	16.1382	7.54389	-1.3518700	-1.44000	-1.12000	-1.72000	-0.075122400	-0.360000	0.600000	-1.56000	0.0361831	sync	1,5	no	none	1,2
SPT-SJ002233-5153.2	5.6387463	-51.887089	21.359700	46.732900	46.7913	48.8943	44.3378	29.108600	36.780100	36.6269	38.0289	35.2249	6.4193800	27.678500	26.8130	31.7200	22.2565	-0.50254300	-0.520000	-0.400000	-0.680000	-0.78278600	-0.880000	-0.400000	-1.44000	7.49213e-09	sync	1,3,5	no	none	1,2
SPT-SJ002238-4835.0	5.6611414	-48.584908	1.9553500	4.3789100	3.35764	5.65273	1.57256	6.3626100	8.2257000	7.60781	8.96787	6.24776	2.5191400	11.333800	9.13788	13.3030	5.14271	1.3229400	1.84000	3.52000	0.600000	0.88252100	0.600000	1.88000	-1.08000	0.325793	sync	1,4,6	no	0.0113410	1
